event_id,source_camera,source_pixel_x,source_pixel_y,renderer_median_event_depth,world_x,world_y,world_z,event_normal_x,event_normal_y,event_normal_z,chart_u,chart_v,chart_n,fixed_projected_u,fixed_projected_v,fixed_projected_n,fixed_is_u_min_owner,fixed_is_u_max_owner,fixed_is_v_min_owner,fixed_is_v_max_owner,fixed_leave_one_out_delta_u_span,fixed_extent_reduction_u_span,fixed_leave_one_out_delta_v_span,fixed_extent_reduction_v_span,fixed_leave_one_out_delta_rectangular_chart_area,fixed_extent_reduction_rectangular_chart_area,fixed_relative_area_change,pca_pca_origin_shift_world,pca_axis_u_angle_degrees,pca_axis_v_angle_degrees,pca_axis_n_angle_degrees,pca_right_handed_sign_alignment,pca_joint_axis_rotation_angle_degrees,pca_leave_one_out_delta_u_span,pca_extent_reduction_u_span,pca_leave_one_out_delta_v_span,pca_extent_reduction_v_span,pca_leave_one_out_delta_rectangular_chart_area,pca_extent_reduction_rectangular_chart_area,review_extrema_owner,fixed_area_rank,pca_area_rank,fixed_area_leverage_is_not_a_decision,pca_orientation_is_not_a_decision
331,DSC08043.JPG,233.0,223.0,3.322141170501709,1.2900570775364821,1.4956573440232992,1.066270972433508,0.1562733126297229,-0.9569576413686282,-0.24456231186739505,1.0762061044812399,0.8483500340911629,1.7777104885278525,1.0762061044812399,0.8483500340911629,1.7777104885278525,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,6.864736870873475e-05,0.010042094931254547,0.010271556839538573,0.0022131558599662094,"[1, 1, 1]",0.010277319918193143,2.991113735739681e-05,-2.991113735739681e-05,-3.171460844408891e-05,3.171460844408891e-05,8.926373284978695e-07,-8.926373284978695e-07,False,336,1545,True,True
332,DSC08043.JPG,234.0,223.0,3.3209218978881836,1.2848414305801146,1.4926873395135984,1.0703321802878834,0.9765927847830053,-0.09340819542202211,-0.19375613987116913,1.076155527253695,0.8411124390185513,1.7773472135541613,1.076155527253695,0.8411124390185513,1.7773472135541613,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,7.29584468893629e-05,0.010730598038007301,0.010951316105007677,0.002235286206711838,"[1, 1, 1]",0.0109561298960461,3.2106460229330835e-05,-3.2106460229330835e-05,-3.463105154599688e-05,3.463105154599688e-05,-5.913765788179148e-08,5.913765788179148e-08,False,337,1583,True,True
333,DSC08043.JPG,235.0,223.0,3.326341390609741,1.277256736621162,1.4951649079360656,1.0711796639582671,0.31226394219909576,0.9148173201368541,0.2561259478848336,1.0705934891425297,0.8360833299769024,1.7802030760521985,1.0705934891425297,0.8360833299769024,1.7802030760521985,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,7.516693868316741e-05,0.009425267424066892,0.010001815362439255,0.0033935914065130086,"[1, 1, 1]",0.010009706325177312,2.782082601626712e-05,-2.782082601626712e-05,-2.198760588645321e-05,2.198760588645321e-05,1.3806749401101825e-05,-1.3806749401101825e-05,False,338,1202,True,True
334,DSC08043.JPG,201.0,224.0,3.2979393005371094,1.4798685744898545,1.5424048851329506,0.9730000125212588,0.04112281474278392,0.7421486574295711,0.6689725587668867,1.1332282915250145,1.0569042439148153,1.7647945801971245,1.1332282915250145,1.0569042439148153,1.7647945801971245,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,8.838451182026929e-05,0.027239895365779362,0.027310310675115645,0.0023123125396770044,"[1, 1, 1]",0.027324089707935612,-8.162781160159227e-05,8.162781160159227e-05,0.00013331187682363854,-0.00013331187682363854,7.834223778502292e-05,-7.834223778502292e-05,False,339,449,True,True
335,DSC08043.JPG,202.0,224.0,3.2707059383392334,1.4824525948425455,1.517542871301593,0.9905134413454545,-0.1582537388043491,0.1200250129115279,0.9800764003025644,1.1544718626879302,1.0392392568412165,1.7518263113053398,1.1544718626879302,1.0392392568412165,1.7518263113053398,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,9.118045088021141e-05,0.028123398884956116,0.028460767587699436,0.006357538021196015,"[1, 1, 1]",0.028647505550749935,-7.589964883147893e-05,7.589964883147893e-05,0.00015594475488556192,-0.00015594475488556192,0.0001281087150428739,-0.0001281087150428739,False,340,222,True,True
336,DSC08043.JPG,203.0,224.0,3.2711212635040283,1.476764985524876,1.5159534127697765,0.99371576534436,0.09365938093228786,0.1653655679397099,0.9817749993269119,1.1530855542293652,1.0326797483045302,1.752251932949083,1.1530855542293652,1.0326797483045302,1.752251932949083,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,8.798338380469296e-05,0.025728852837519016,0.026007517998554837,0.005858018792204753,"[1, 1, 1]",0.02619810342465626,-6.880692951938272e-05,6.880692951938272e-05,0.00014227793664445265,-0.00014227793664445265,0.0001177033864228072,-0.0001177033864228072,False,341,249,True,True
337,DSC08043.JPG,204.0,224.0,3.2715365886688232,1.4710759636532726,1.5143634619076445,0.9969189570061665,0.28171367681904474,0.22483613978904812,0.9327840664043605,1.1516989800932838,1.0261185319314508,1.752677611575075,1.1516989800932838,1.0261185319314508,1.752677611575075,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,8.487684910018848e-05,0.02338564869676125,0.023607075477326125,0.005380181296092773,"[1, 1, 1]",0.023802614658254152,-6.186764356463925e-05,6.186764356463925e-05,0.00012893570372685126,-0.00012893570372685126,0.00010757295766250508,-0.00010757295766250508,False,342,299,True,True
338,DSC08043.JPG,205.0,224.0,3.2719521522521973,1.465385456290712,1.512773218836763,1.0001228939128604,0.2611143183929099,0.3502561707152641,0.8995220550970865,1.1503119448362682,1.019555701540056,1.7531034627456765,1.1503119448362682,1.019555701540056,1.7531034627456765,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,8.187123972581873e-05,0.021094153235406473,0.021259474611565205,0.004924720256451775,"[1, 1, 1]",0.02146137730467235,-5.5081861212169514e-05,5.5081861212169514e-05,0.00011591841472013975,-0.00011591841472013975,9.771793038915177e-05,-9.771793038915177e-05,False,343,340,True,True
339,DSC08043.JPG,206.0,224.0,3.2723677158355713,1.4596935355633365,1.5111824831529417,1.0033276989805393,0.27134698500178184,0.4216399007562441,0.8652113081904949,1.1489246437492227,1.0129911623318797,1.7535293709312365,1.1489246437492227,1.0129911623318797,1.7535293709312365,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,7.89783364893909e-05,0.018854891755417998,0.018964779769158863,0.004492577858274812,"[1, 1, 1]",0.019174893344123912,-4.8449565205777034e-05,4.8449565205777034e-05,0.00010322678941832031,-0.00010322678941832031,8.813959289888373e-05,-8.813959289888373e-05,False,344,386,True,True
340,DSC08043.JPG,207.0,224.0,3.2727832794189453,1.454000201471148,1.5095912548561807,1.0065333722092047,-0.4741670141913348,-0.14824219245540748,-0.867865136428978,1.1475370768321498,1.0064249143069222,1.7539553361317561,1.1475370768321498,1.0064249143069222,1.7539553361317561,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,7.621115708618372e-05,0.01666857538445818,0.016723033831878457,0.004084896406025416,"[1, 1, 1]",0.016943843210720757,-4.197077390899473e-05,4.197077390899473e-05,9.086133016178444e-05,-9.086133016178444e-05,7.883879120207382e-05,-7.883879120207382e-05,False,345,446,True,True
341,DSC08043.JPG,208.0,224.0,3.2731990814208984,1.4483053798607999,1.507999733644112,1.0097397919279671,0.336804064334875,0.7376342266496174,0.5851997692434014,1.1461490484128587,0.9998570498126789,1.7543814739586627,1.1461490484128587,0.9998570498126789,1.7543814739586627,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,7.35839781964808e-05,0.014536249949437408,0.014534275356119716,0.0037030881555156756,"[1, 1, 1]",0.014769234682442227,-3.564558333746248e-05,3.564558333746248e-05,7.882245721568815e-05,-7.882245721568815e-05,6.981608464817768e-05,-6.981608464817768e-05,False,346,508,True,True
342,DSC08043.JPG,209.0,224.0,3.2736151218414307,1.4426090695159721,1.5064079190927977,1.012946958883955,0.4197472941282868,0.7946681095618064,0.4385371189733502,1.1447605582625824,0.9932875673785662,1.7548077844610208,1.1447605582625824,0.9932875673785662,1.7548077844610208,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,7.111250787455177e-05,0.012459566404848101,0.012398553445365081,0.003348963993957346,"[1, 1, 1]",0.01265267722113832,-2.94740375432756e-05,2.94740375432756e-05,6.71107412675287e-05,-6.71107412675287e-05,6.1072388929162e-05,-6.1072388929162e-05,False,347,577,True,True
343,DSC08043.JPG,210.0,224.0,3.274030923843384,1.4369114191487946,1.5048154119482906,1.0161551161698996,0.5774774535738563,0.6053350361400236,0.5478040567896619,1.1433719978019512,0.9867162827997892,1.7552340363996224,1.1433719978019512,0.9867162827997892,1.7552340363996224,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,6.881393624077734e-05,0.010441289912636495,0.010315904618105217,0.003024816890056406,"[1, 1, 1]",0.010596884911800712,-2.3455992099741252e-05,2.3455992099741252e-05,5.572678828547062e-05,-5.572678828547062e-05,5.2609031317985e-05,-5.2609031317985e-05,False,348,676,True,True
344,DSC08043.JPG,211.0,224.0,3.3156771659851074,1.418178452173102,1.5376834097835712,0.9984524333995313,-0.010660500415617937,0.9129313194796466,0.40797396932162244,1.108105431168345,0.995858905563018,1.7756618614812947,1.108105431168345,0.995858905563018,1.7756618614812947,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,5.068129313196164e-05,0.008363263383624375,0.008376406362670752,0.0007967981779575519,"[1, 1, 1]",0.00838877963418698,-2.7382239754736304e-05,2.7382239754736304e-05,3.3209351814944554e-05,-3.3209351814944554e-05,6.396168957145676e-06,-6.396168957145676e-06,False,349,1367,True,True
345,DSC08043.JPG,212.0,224.0,3.3174614906311035,1.4119729103412355,1.5372084992530333,1.0010127227276477,-0.05312885924292788,0.8983466237646209,0.4360626880234676,1.1055782422786995,0.9897182504105885,1.7767550410171984,1.1055782422786995,0.9897182504105885,1.7767550410171984,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,4.731182087731281e-05,0.006949653975865539,0.0069635560792777,0.0008852261792540174,"[1, 1, 1]",0.006984712968394683,-2.3262530629786227e-05,2.3262530629786227e-05,2.6633192405922657e-05,-2.6633192405922657e-05,2.7046590314050434e-06,-2.7046590314050434e-06,False,350,1467,True,True
346,DSC08043.JPG,213.0,224.0,3.3192477226257324,1.4057606904348952,1.5367330654960245,1.0035757763134703,-0.08301064259570211,0.8776518521580249,0.4720555683597401,1.10304834355456,0.9835709772044272,1.7778493909065125,1.10304834355456,0.9835709772044272,1.7778493909065125,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,4.4090606620223745e-05,0.005626246547156625,0.005635428914953802,0.0009376479426316619,"[1, 1, 1]",0.005669739476940586,-1.9382495319408832e-05,1.9382495319408832e-05,2.069069546739577e-05,-2.069069546739577e-05,-3.383520552624475e-07,3.383520552624475e-07,False,351,1569,True,True
347,DSC08043.JPG,214.0,224.0,3.275696039199829,1.4141060632352453,1.498442045212708,1.0289954704913022,0.012300895917699058,0.4880245976427385,0.8727431925000991,1.137813527096197,0.9604147617636262,1.7569405403072051,1.137813527096197,0.9604147617636262,1.7569405403072051,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,6.171663017742091e-05,0.0032161252093460394,0.0025168049522958148,0.0020874545660091283,"[1, 1, 1]",0.003243087712780324,-9.210021141292657e-07,9.210021141292657e-07,1.347797163409048e-05,-1.347797163409048e-05,2.157130758151382e-05,-2.157130758151382e-05,False,352,1053,True,True
348,DSC08043.JPG,215.0,224.0,3.2903969287872314,1.403788320404976,1.5087528878103167,1.0250223914579788,0.37321707051255415,0.03165691749392837,0.9272037844254142,1.1246677584465434,0.9591624234881194,1.76430091153716,1.1246677584465434,0.9591624234881194,1.76430091153716,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,5.290933855348566e-05,0.0020355260104460977,0.0018584493209008368,0.0008656843769914588,"[1, 1, 1]",0.0020428667918219534,-2.92424406800329e-06,2.92424406800329e-06,9.234921128031814e-06,-9.234921128031814e-06,1.051099789606269e-05,-1.051099789606269e-05,False,353,1279,True,True
349,DSC08043.JPG,216.0,224.0,3.2793917655944824,1.4017654315143846,1.4976369938146699,1.033983645877521,0.19558197443968534,0.6390865229515402,0.7438522080736097,1.1326755406064428,0.9483156378348541,1.7591840838647042,1.1326755406064428,0.9483156378348541,1.7591840838647042,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,5.8068844440046615e-05,0.0017942365493045461,0.0007594353776996716,0.0016333252182815794,"[1, 1, 1]",0.0017977456557372407,7.715771960015161e-06,-7.715771960015161e-06,-3.9967950955510645e-06,3.9967950955510645e-06,7.459540656729047e-06,-7.459540656729047e-06,False,354,1344,True,True
350,DSC08043.JPG,217.0,224.0,3.2789292335510254,1.3963396318208525,1.4953083369562055,1.0376408558193613,0.5395065028166234,0.5212963053952818,0.6611980757683781,1.1320075862873824,0.9414025367571451,1.759184476967919,1.1320075862873824,0.9414025367571451,1.759184476967919,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,5.7955261604869206e-05,0.002981143460685975,0.002532425907677638,0.001660841465450673,"[1, 1, 1]",0.0030048953737405342,1.31028206555861e-05,-1.31028206555861e-05,-1.3343107649665953e-05,1.3343107649665953e-05,1.3410552912596074e-06,-1.3410552912596074e-06,False,355,1526,True,True
351,DSC08043.JPG,218.0,224.0,3.2784667015075684,1.3909154052356043,1.4929802283875302,1.0412970994776032,0.2781450069019489,0.6088044275611996,0.7429619937233634,1.1313399278433969,0.9344913376327098,1.7591848066121434,1.1313399278433969,0.9344913376327098,1.7591848066121434,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,5.8172436094177315e-05,0.004525216019831559,0.004279233778522371,0.0017290181140832575,"[1, 1, 1]",0.0045704992138668596,1.8406383050173503e-05,-1.8406383050173503e-05,-2.2573119183855184e-05,2.2573119183855184e-05,-4.732023459741441e-06,4.732023459741441e-06,False,356,1411,True,True
352,DSC08043.JPG,219.0,224.0,3.2780044078826904,1.3854926731454522,1.4906528662518441,1.0449522579208237,0.1745613940046774,0.5110775117919936,-0.8416223004790502,1.1306723687634785,0.9275821274169073,1.7591851885887133,1.1306723687634785,0.9275821274169073,1.7591851885887133,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,5.87162844137688e-05,0.0061413163918656736,0.005999837064346063,0.001833270519120165,"[1, 1, 1]",0.006207845545198512,2.362637637509657e-05,-2.362637637509657e-05,-3.1686598360503027e-05,3.1686598360503027e-05,-1.0759445837837944e-05,1.0759445837837944e-05,False,357,1274,True,True
353,DSC08043.JPG,220.0,224.0,3.2923810482025146,1.375153472938898,1.5006494916716762,1.0412197778515595,0.10247058918046212,0.45222978999963076,0.885995482714161,1.117769710611867,0.9260563236025986,1.7663932620834826,1.117769710611867,0.9260563236025986,1.7663932620834826,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,5.078820579131851e-05,0.005426538887902873,0.005413187508874356,0.0006598388948458167,"[1, 1, 1]",0.005439913106755227,1.849351089711071e-05,-1.849351089711071e-05,-2.6231481112803934e-05,2.6231481112803934e-05,-1.0890463557622354e-05,1.0890463557622354e-05,False,358,1271,True,True
354,DSC08043.JPG,221.0,224.0,3.312863349914551,1.3627314056594997,1.5156960864010645,1.0344843728865485,0.2415849651336815,0.7931837779321641,0.5590135946885526,1.099821499806453,0.9266731354133166,1.7765694460716792,1.099821499806453,0.9266731354133166,1.7765694460716792,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,4.010155732574807e-05,0.004056434933645067,0.004051220187244573,0.0006442835252143281,"[1, 1, 1]",0.004079347458023782,1.0886121772024637e-05,-1.0886121772024637e-05,-1.5347556017841768e-05,1.5347556017841768e-05,-6.248985499723858e-06,6.248985499723858e-06,False,359,1370,True,True
355,DSC08043.JPG,222.0,224.0,3.313023328781128,1.3570441841279257,1.5138652065043565,1.0378655509495913,0.22555781075899622,0.8316555044108822,0.5074177726377841,1.0986298919697828,0.9199191716161188,1.7768744359552768,1.0986298919697828,0.9199191716161188,1.7768744359552768,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,4.129145623163637e-05,0.005054558762210559,0.005063760287693326,0.0007631050629187313,"[1, 1, 1]",0.005087856293544606,1.393263686844115e-05,-1.393263686844115e-05,-1.892006608827934e-05,1.892006608827934e-05,-6.749475697009899e-06,6.749475697009899e-06,False,360,1362,True,True
356,DSC08043.JPG,223.0,224.0,3.313183307647705,1.3513564184954971,1.5120341369672101,1.0412470632272195,-0.07249139877084709,-0.8734885893787926,-0.48141736708317173,1.0974381817969403,0.913164549978381,1.777179447787834,1.0974381817969403,0.913164549978381,1.777179447787834,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,4.288786557357848e-05,0.006008937836142474,0.006033289382636037,0.0009017559515167212,"[1, 1, 1]",0.006054794761995067,1.6842450170528878e-05,-1.6842450170528878e-05,-2.221419960157789e-05,2.221419960157789e-05,-7.0235315599020964e-06,7.0235315599020964e-06,False,361,1354,True,True
357,DSC08043.JPG,224.0,224.0,3.295088052749634,1.351842582107806,1.4950855490266597,1.05363990764561,0.5606319946512698,-0.8247840117567761,0.07364170369931013,1.1113220182235408,0.8999389384571077,1.768612309001594,1.1113220182235408,0.8999389384571077,1.768612309001594,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,5.471015747960513e-05,0.010070911319244171,0.010075905690876305,0.0004863678026098443,"[1, 1, 1]",0.010079277795193436,3.200830185190462e-05,-3.200830185190462e-05,-4.7151884117857534e-05,4.7151884117857534e-05,-2.187462395397688e-05,2.187462395397688e-05,False,362,1045,True,True
358,DSC08043.JPG,225.0,224.0,3.3033759593963623,1.3434218386409218,1.4999909152538842,1.0529994691147186,-0.3639029888587815,0.914778429367341,-0.17537114889247435,1.1034210874323818,0.8960846622340751,1.772866900321568,1.1034210874323818,0.8960846622340751,1.772866900321568,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,5.235195158759552e-05,0.009600462656837925,0.009604161804127983,0.0003532106048095075,"[1, 1, 1]",0.009605559957342793,2.9155661349644646e-05,-2.9155661349644646e-05,-4.0806491934830547e-05,4.0806491934830547e-05,-1.6222233529816776e-05,1.6222233529816776e-05,False,363,1161,True,True
359,DSC08043.JPG,226.0,224.0,3.304055690765381,1.3375720988238813,1.498595075055729,1.0561159353524538,-0.3988688550377148,0.7611296931132122,-0.511454031895624,1.1018027517242774,0.8895309713724777,1.7734239579696518,1.1018027517242774,0.8895309713724777,1.7734239579696518,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,5.447701478571424e-05,0.010460631933483193,0.01046866087674651,0.0005061905795588983,"[1, 1, 1]",0.010470766684068291,3.165984664610377e-05,-3.165984664610377e-05,-4.375764447650532e-05,4.375764447650532e-05,-1.6658982919803833e-05,1.6658982919803833e-05,False,364,1158,True,True
360,DSC08043.JPG,227.0,224.0,3.2965915203094482,1.3345161086991515,1.4904688690843708,1.063228226931757,-0.08904033882605049,0.9606954847991629,-0.26293726162003667,1.1069172423818159,0.8801382166652184,1.7700214390551385,1.1069172423818159,0.8801382166652184,1.7700214390551385,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,6.098183235711069e-05,0.01307161641992575,0.013073520241533196,0.00026881127993628985,"[1, 1, 1]",0.013073950198184709,4.0778637406369e-05,-4.0778637406369e-05,-5.954524977469511e-05,5.954524977469511e-05,-2.6959455682096234e-05,2.6959455682096234e-05,False,365,980,True,True
361,DSC08043.JPG,228.0,224.0,3.296980142593384,1.3287760363561703,1.4888358643225623,1.0664815050077316,-0.2118600181039542,0.8304581378551271,0.5152228779850396,1.1055414197371127,0.8734948939305894,1.7704365636006054,1.1055414197371127,0.8734948939305894,1.7704365636006054,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,6.35704058951559e-05,0.013991314461751985,0.013992157263262323,0.00017820569258698957,"[1, 1, 1]",0.013992303286390716,4.348141637389169e-05,-4.348141637389169e-05,-6.316212624124518e-05,6.316212624124518e-05,-2.8176771704746528e-05,2.8176771704746528e-05,False,366,968,True,True
362,DSC08043.JPG,229.0,224.0,3.2947726249694824,1.3239348096754917,1.4850602050164938,1.071003521029492,-0.7933399638555586,0.5125999357390383,-0.3284098165859158,1.1063134604359157,0.8659564934933173,1.7695891086596205,1.1063134604359157,0.8659564934933173,1.7695891086596205,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,6.76076386341738e-05,0.015532416811047672,0.015537260265598013,0.0004401606827878792,"[1, 1, 1]",0.015537956279881564,4.8514488586226534e-05,-4.8514488586226534e-05,-7.147991022038447e-05,7.147991022038447e-05,-3.317785448597732e-05,3.317785448597732e-05,False,367,894,True,True
363,DSC08043.JPG,230.0,224.0,3.2955691814422607,1.318054370744695,1.4837641810325248,1.0740569065973553,-0.5448364683009752,-0.23982211146834362,-0.8035163829444835,1.1046003053969868,0.8594548670930967,1.7702025885504362,1.1046003053969868,0.8594548670930967,1.7702025885504362,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,7.029370945159216e-05,0.01627328085281623,0.016275223253538525,0.0002787776872905233,"[1, 1, 1]",0.016275445936347194,5.059885887592763e-05,-5.059885887592763e-05,-7.389819538317077e-05,7.389819538317077e-05,-3.347563249311847e-05,3.347563249311847e-05,False,368,890,True,True
364,DSC08043.JPG,231.0,224.0,3.296365976333618,1.3121711391834812,1.4824674092505565,1.0771118403220459,0.44217297355332974,0.22782692885891084,0.867512508235889,1.1028864433862906,0.852950046288644,1.7708162937157024,1.1028864433862906,0.852950046288644,1.7708162937157024,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,7.313085665626521e-05,0.01695206463513551,0.016952284876885902,9.408570086696356e-05,"[1, 1, 1]",0.016952305301346823,5.250080649354949e-05,-5.250080649354949e-05,-7.588772626543339e-05,7.588772626543339e-05,-3.3372248029017726e-05,3.3372248029017726e-05,False,369,891,True,True
365,DSC08043.JPG,232.0,224.0,3.297163248062134,1.3062850298916158,1.4811700855528036,1.0801682072568124,0.39238501965273176,0.1981897120043168,0.8981953208560882,1.1011716766727104,0.8464421101922136,1.771430340208443,1.1011716766727104,0.8464421101922136,1.771430340208443,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,7.610242770679013e-05,0.0175685521222575,0.017568875725070637,0.00011444070618064008,"[1, 1, 1]",0.017568900307770405,5.421991072029897e-05,-5.421991072029897e-05,-7.744729903946812e-05,7.744729903946812e-05,-3.2866400872855195e-05,3.2866400872855195e-05,False,370,898,True,True
366,DSC08043.JPG,233.0,224.0,3.2979607582092285,1.3003961247258087,1.4798720129265597,1.0832261243407413,0.383477674470826,0.03000708656935502,0.9230625373928174,1.0994562023773076,0.8399309757699988,1.7720446121064786,1.0994562023773076,0.8399309757699988,1.7720446121064786,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,7.919372772483226e-05,0.018122680813159757,0.018125635758917385,0.0003471815708092083,"[1, 1, 1]",0.01812582088950461,5.57562427625502e-05,-5.57562427625502e-05,-7.857676104583433e-05,7.857676104583433e-05,-3.195769162900319e-05,3.195769162900319e-05,False,371,909,True,True
367,DSC08043.JPG,234.0,224.0,3.2987587451934814,1.2945043377749488,1.4785733869714113,1.0862854771251698,0.32291010316898183,-0.08133820825987537,0.9429279724074744,1.097739822616459,0.8334167211538641,1.7726592254955422,1.097739822616459,0.8334167211538641,1.7726592254955422,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,8.239150522839965e-05,0.018614257047289876,0.0186231435407413,0.000604492844342731,"[1, 1, 1]",0.0186236066910645,5.710936148717316e-05,-5.710936148717316e-05,-7.927487133785327e-05,7.927487133785327e-05,-3.0644794877687787e-05,3.0644794877687787e-05,False,372,932,True,True
368,DSC08043.JPG,235.0,224.0,3.2995569705963135,1.2886097517066255,1.4772740109572766,1.0893463820510985,0.5331970241120306,0.840658679783672,-0.09483626723173194,1.0960227346637368,0.8268992642903913,1.7732740644207436,1.0960227346637368,0.8268992642903913,1.7732740644207436,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,8.568424371134328e-05,0.019043246282127467,0.019062219354137384,0.0008866092990775557,"[1, 1, 1]",0.019063046895990723,5.827935019531161e-05,-5.827935019531161e-05,-7.954155010980735e-05,7.954155010980735e-05,-2.8927415518964494e-05,2.8927415518964494e-05,False,373,958,True,True
369,DSC08043.JPG,201.0,225.0,3.2578446865081787,1.4936173603929797,1.5126857520233004,0.9988996441170759,0.24127866990263455,-0.961798851222359,-0.12933511989156773,1.1691940376405705,1.0405068771578527,1.7513544026243706,1.1691940376405705,1.0405068771578527,1.7513544026243706,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,9.910340465851749e-05,0.03225446478877985,0.03252988103604134,0.006815120629498516,"[1, 1, 1]",0.032748965877756483,-8.695008907699808e-05,8.695008907699808e-05,0.00017534217393033735,-0.00017534217393033735,0.00014104518371649277,-0.00014104518371649277,False,374,178,True,True
370,DSC08043.JPG,202.0,225.0,3.258256673812866,1.4879535545473004,1.51110186459875,1.0020904749273665,0.2079943369770878,-0.9763856204415534,0.05839071827289473,1.167815106892751,1.033973294815466,1.751778252903444,1.167815106892751,1.033973294815466,1.751778252903444,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,9.60631822191229e-05,0.02959526724269563,0.029814664945471265,0.006311428812522969,"[1, 1, 1]",0.030038543770180767,-7.905808503227973e-05,7.905808503227973e-05,0.00016044876526644103,-0.00016044876526644103,0.00013000925107897743,-0.00013000925107897743,False,375,213,True,True
371,DSC08043.JPG,203.0,225.0,3.2586686611175537,1.482288347500016,1.5095174888006133,1.005282166427378,-0.17148764162618685,0.9752795430174908,0.13936212448539548,1.1664359126025974,1.027438018362122,1.752202159706814,1.1664359126025974,1.027438018362122,1.752202159706814,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,9.311442457405303e-05,0.026987020824801894,0.027151541464093924,0.005829794965383059,"[1, 1, 1]",0.027381490179678405,-7.131864714837732e-05,7.131864714837732e-05,0.0001458757749053241,-0.0001458757749053241,0.00011924258696138779,-0.00011924258696138779,False,376,246,True,True
372,DSC08043.JPG,204.0,225.0,3.271742582321167,1.4727765558617023,1.5185838491687718,1.001980113907791,0.26290581030735577,0.390688689605722,0.8821807539959124,1.1546931364561444,1.02590844308335,1.7587857931397277,1.1546931364561444,1.02590844308335,1.7587857931397277,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,8.592541777927995e-05,0.02384235531467315,0.02393388220926917,0.0036213988503290937,"[1, 1, 1]",0.024025019826192744,-6.677480192185392e-05,6.677480192185392e-05,0.00012272250522582517,-0.00012272250522582517,8.770222753406998e-05,-8.770222753406998e-05,False,377,389,True,True
